0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,5756649.085,0.000,0.000,0.000,0.000,0.000,0.000,893044.178,883084.577,0.000,-5200571.391,0.000,-1327946.733,0.000,0.000,0.000,0.000,-2207711.443,-0.000,0.000,0.000,0.000,0.000,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,6991639.547,-1766169.154,0.000,0.000,0.000,0.000,-883084.577,893044.178,0.000,0.000,0.000,0.000,0.000,0.000,-1215071.260,873124.977,-776848.839,441542.289,0.000,0.000,0.000,0.000,-3671772.715,1766169.154,-0.000,-2207711.443,-444862.155,0.000,0.000,0.000
0.000,0.000,-1766169.154,12952460.442,0.000,0.000,0.000,0.000,873124.977,883084.577,0.000,0.000,0.000,0.000,0.000,0.000,893044.178,771869.038,441542.289,-1439162.271,0.000,0.000,0.000,0.000,1766169.154,-11840305.054,-2207711.443,-0.000,0.000,-1327946.733,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,12952460.442,0.000,0.000,0.000,0.000,0.000,-5200571.391,1766169.154,327006.883,-2207711.443,-0.000,0.000,0.000,441542.289,-1439162.271,0.000,0.000,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,893044.178,-883084.577,873124.977,0.000,0.000,0.000,0.000,6659652.864,-1766169.154,0.000,441542.289,0.000,0.000,0.000,0.000,0.000,0.000,-3671772.715,1766169.154,-444862.155,0.000,0.000,0.000,331986.683,-2207711.443,-331986.683,0.000,0.000,0.000,0.000,0.000
0.000,883084.577,893044.178,883084.577,0.000,0.000,0.000,0.000,-1766169.154,12841244.903,0.000,-1439162.271,0.000,0.000,0.000,0.000,0.000,0.000,1766169.154,-11840305.054,0.000,-1327946.733,0.000,0.000,-2207711.443,111215.539,0.000,-111215.539,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-5200571.391,0.000,0.000,0.000,-5200571.391,0.000,0.000,441542.289,-1439162.271,0.000,11624513.710,-2207711.443,1327946.733,0.000,-1327946.733,0.000,0.000,1766169.154,327006.883,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,1766169.154,0.000,0.000,0.000,0.000,0.000,-2207711.443,13206430.255,-3532338.308,-3671772.715,1766169.154,0.000,0.000,-3226910.560,1766169.154,-2211031.310,1766169.154,331986.683,-2207711.443,-776848.839,441542.289,0.000,0.000,0.000,0.000,-331986.683,-0.000
0.000,-1327946.733,0.000,0.000,0.000,327006.883,0.000,0.000,0.000,0.000,0.000,1327946.733,-3532338.308,24465758.613,1766169.154,-11840305.054,0.000,0.000,1766169.154,-10512358.321,1766169.154,438222.422,-2207711.443,111215.539,441542.289,-1439162.271,0.000,0.000,0.000,0.000,-0.000,-111215.539
0.000,0.000,0.000,0.000,0.000,-2207711.443,0.000,0.000,0.000,0.000,0.000,0.000,-3671772.715,1766169.154,6991639.547,-1766169.154,0.000,0.000,0.000,0.000,-776848.839,441542.289,-883084.577,893044.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-1327946.733,1766169.154,-11840305.054,-1766169.154,12952460.442,0.000,0.000,0.000,0.000,441542.289,-1439162.271,873124.977,883084.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-1215071.260,893044.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3884244.193,-2207711.443,0.000,0.000,0.000,0.000,0.000,0.000,-776848.839,441542.289,-1892324.094,873124.977,0.000,0.000,0.000,0.000
0.000,0.000,873124.977,771869.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2207711.443,7195811.357,0.000,0.000,0.000,0.000,0.000,0.000,441542.289,-1439162.271,893044.178,-6528518.124,0.000,0.000,0.000,0.000
0.000,-2207711.443,-776848.839,441542.289,0.000,441542.289,0.000,0.000,-3671772.715,1766169.154,0.000,1766169.154,-3226910.560,1766169.154,0.000,0.000,0.000,0.000,13206430.255,-3532338.308,776848.839,-2207711.443,-444862.155,0.000,-2211031.310,1766169.154,0.000,0.000,-331986.683,0.000,0.000,0.000
0.000,-0.000,441542.289,-1439162.271,0.000,-1439162.271,0.000,0.000,1766169.154,-11840305.054,0.000,327006.883,1766169.154,-10512358.321,0.000,0.000,0.000,0.000,-3532338.308,24465758.613,-2207711.443,1439162.271,0.000,-1327946.733,1766169.154,438222.422,0.000,0.000,0.000,-111215.539,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-444862.155,0.000,0.000,0.000,-2211031.310,1766169.154,-776848.839,441542.289,0.000,0.000,776848.839,-2207711.443,13206430.255,-3532338.308,-3671772.715,1766169.154,-3226910.560,1766169.154,-776848.839,441542.289,-2543017.993,1766169.154,-0.000,-2207711.443
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1327946.733,0.000,-111215.539,1766169.154,438222.422,441542.289,-1439162.271,0.000,0.000,-2207711.443,1439162.271,-3532338.308,24465758.613,1766169.154,-11840305.054,1766169.154,-10512358.321,441542.289,-1439162.271,1766169.154,327006.883,-2207711.443,-0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,331986.683,-2207711.443,-883084.577,873124.977,0.000,0.000,-444862.155,0.000,-3671772.715,1766169.154,6659652.864,-1766169.154,0.000,0.000,0.000,0.000,-776848.839,441542.289,-883084.577,893044.178
0.000,0.000,0.000,0.000,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000,-2207711.443,111215.539,893044.178,883084.577,0.000,0.000,0.000,-1327946.733,1766169.154,-11840305.054,-1766169.154,12841244.903,0.000,0.000,0.000,0.000,441542.289,-1439162.271,873124.977,883084.577
0.000,0.000,-3671772.715,1766169.154,0.000,0.000,0.000,0.000,331986.683,-2207711.443,0.000,0.000,-776848.839,441542.289,0.000,0.000,-776848.839,441542.289,-2211031.310,1766169.154,-3226910.560,1766169.154,0.000,0.000,13206430.255,-3532338.308,-2543017.993,1766169.154,444862.155,-2207711.443,-444862.155,0.000
0.000,-111215.539,1766169.154,-11840305.054,0.000,0.000,0.000,0.000,-2207711.443,111215.539,0.000,0.000,441542.289,-1439162.271,0.000,0.000,441542.289,-1439162.271,1766169.154,438222.422,1766169.154,-10512358.321,0.000,0.000,-3532338.308,24465758.613,1766169.154,327006.883,-2207711.443,1327946.733,0.000,-1327946.733
0.000,0.000,-0.000,-2207711.443,0.000,0.000,0.000,0.000,-331986.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1892324.094,893044.178,0.000,0.000,-776848.839,441542.289,0.000,0.000,-2543017.993,1766169.154,6991639.547,-1766169.154,-1447461.938,873124.977,0.000,0.000
0.000,0.000,-2207711.443,-0.000,0.000,0.000,0.000,0.000,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000,873124.977,-6528518.124,0.000,0.000,441542.289,-1439162.271,0.000,0.000,1766169.154,327006.883,-1766169.154,12952460.442,893044.178,-5200571.391,0.000,0.000
0.000,0.000,-444862.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-331986.683,0.000,-2543017.993,1766169.154,-776848.839,441542.289,444862.155,-2207711.443,-1447461.938,893044.178,6546777.391,-1766169.154,-1447461.938,873124.977
0.000,0.000,0.000,-1327946.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-111215.539,1766169.154,327006.883,441542.289,-1439162.271,-2207711.443,1327946.733,873124.977,-5200571.391,-1766169.154,11624513.710,893044.178,-5200571.391
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-331986.683,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-2207711.443,-883084.577,873124.977,-444862.155,0.000,0.000,0.000,-1447461.938,893044.178,3107395.354,441542.289
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000,-2207711.443,-0.000,893044.178,883084.577,0.000,-1327946.733,0.000,0.000,873124.977,-5200571.391,441542.289,5756649.085
